PlotID,Longitude,Latitude,CellID,CellY,CellX,Country,Author,Date of recording,Releve area (m2),Location uncertainty (m),Dataset
30,19.48,41.87,14988538,41.87069391685,19.47902697975,Albania,,28-5-2012,30,15,Albanian Vegetation Database
62,19.47,41.9,14966937,41.90402725005,19.47069364645,Albania,,30-6-2012,10,15,Albanian Vegetation Database
69,19.45,41.9,14966935,41.90402725005,19.45402697985,Albania,,1-6-2012,3,15,Albanian Vegetation Database
265,20.42,41.23,15404451,41.22902725275,20.42069364265,Albania,,11-7-2013,10,15,Albanian Vegetation Database
270,20.41,41.24,15399050,41.23736058605,20.41236030935,Albania,,11-7-2013,2,15,Albanian Vegetation Database
285,20.39,41.3,15355847,41.30402725245,20.38736030945,Albania,,13-7-2013,15,15,Albanian Vegetation Database
287,20.37,41.28,15372045,41.27902725255,20.37069364285,Albania,,13-7-2013,6,15,Albanian Vegetation Database
288,20.37,41.28,15372045,41.27902725255,20.37069364285,Albania,,13-7-2013,120,15,Albanian Vegetation Database
290,20.38,41.28,15372046,41.27902725255,20.37902697615,Albania,,13-7-2013,20,15,Albanian Vegetation Database
302,20.52,41.15,15453063,41.15402725305,20.52069364225,Albania,,14-7-2013,4,15,Albanian Vegetation Database
316,20.48,41.28,15372058,41.27902725255,20.47902697575,Albania,,16-7-2013,9,15,Albanian Vegetation Database
318,20.48,41.28,15372058,41.27902725255,20.47902697575,Albania,,16-7-2013,30,15,Albanian Vegetation Database
319,20.48,41.28,15372058,41.27902725255,20.47902697575,Albania,,16-7-2013,20,15,Albanian Vegetation Database
326,20.48,41.27,15377458,41.27069391925,20.47902697575,Albania,,20-7-2013,4,15,Albanian Vegetation Database
329,20.48,41.27,15377458,41.27069391925,20.47902697575,Albania,,20-7-2013,3,15,Albanian Vegetation Database
358,20.45,41.21,15415255,41.21236058615,20.45402697585,Albania,,23-7-2013,3,15,Albanian Vegetation Database
362,20.54,41.19,15431465,41.18736058625,20.53736030885,Albania,,24-7-2013,10,15,Albanian Vegetation Database
368,20.55,41.12,15474667,41.12069391985,20.55402697545,Albania,,9-6-2013,10,15,Albanian Vegetation Database
388,20.45,41.33,15339655,41.32902725235,20.45402697585,Albania,,10-6-2013,9,15,Albanian Vegetation Database
389,20.45,41.33,15339655,41.32902725235,20.45402697585,Albania,,10-6-2013,3,15,Albanian Vegetation Database
410,20.4,41.21,15415249,41.21236058615,20.40402697605,Albania,,13-6-2013,6,15,Albanian Vegetation Database
413,20.42,41.18,15436851,41.17902725295,20.42069364265,Albania,,14-6-2013,10,15,Albanian Vegetation Database
421,20.42,41.18,15436851,41.17902725295,20.42069364265,Albania,,14-6-2013,10,15,Albanian Vegetation Database
422,20.42,41.18,15436851,41.17902725295,20.42069364265,Albania,,14-6-2013,5,15,Albanian Vegetation Database
458,20.44,41.19,15431453,41.18736058625,20.43736030925,Albania,,7-6-2013,20,15,Albanian Vegetation Database
461,20.42,41.33,15339651,41.32902725235,20.42069364265,Albania,,8-6-2013,1,15,Albanian Vegetation Database
470,20.42,41.33,15339651,41.32902725235,20.42069364265,Albania,,8-6-2013,5,15,Albanian Vegetation Database
524,20.42,41.33,15339651,41.32902725235,20.42069364265,Albania,,8-6-2013,4,15,Albanian Vegetation Database
526,20.42,41.33,15339651,41.32902725235,20.42069364265,Albania,,8-6-2013,5,15,Albanian Vegetation Database
540,20.27,41.18,15436833,41.17902725295,20.27069364325,Albania,,1-6-2013,2,15,Albanian Vegetation Database
21565,16.3413,48.2666,10840961,48.27069389125,16.33736032565,Austria,Willner Wolfgang,3-7-2001,25,200,Austria_VINCA
21566,16.9975,48.1311,10932840,48.12902722515,16.99569365635,Austria,Sauberer Norbert,14-7-2001,25,200,Austria_VINCA
21567,17.0028,48.0903,10959841,48.08736055865,17.00402698965,Austria,Sauberer Norbert,14-7-2001,25,200,Austria_VINCA
21568,16.5867,47.9406,11056991,47.93736055925,16.58736032465,Austria,Sauberer Norbert,12-6-2001,25,200,Austria_VINCA
21569,16.4272,47.9975,11019172,47.99569389235,16.42902699195,Austria,Sauberer Norbert,12-6-2001,25,200,Austria_VINCA
21570,16.3894,47.9883,11024567,47.98736055905,16.38736032545,Austria,Sauberer Norbert,12-6-2001,25,200,Austria_VINCA
21571,16.5508,47.9019,11078587,47.90402722605,16.55402699145,Austria,Sauberer Norbert,12-6-2001,25,200,Austria_VINCA
21572,16.5492,47.8964,11083986,47.89569389275,16.54569365815,Austria,Sauberer Norbert,12-6-2001,25,200,Austria_VINCA
21573,16.3942,48.0681,10970568,48.07069389205,16.39569365875,Austria,Sauberer Norbert,12-6-2001,25,200,Austria_VINCA
21574,16.8867,47.9181,11067827,47.92069389265,16.88736032345,Austria,Sauberer Norbert,5-6-2001,25,200,Austria_VINCA
21575,16.7683,47.7733,11165013,47.77069389325,16.77069365725,Austria,Sauberer Norbert,5-6-2001,25,200,Austria_VINCA
21576,16.7889,47.8125,11138015,47.81236055975,16.78736032385,Austria,Sauberer Norbert,5-6-2001,25,200,Austria_VINCA
21577,16.7722,47.7847,11154213,47.78736055985,16.77069365725,Austria,Sauberer Norbert,5-6-2001,25,200,Austria_VINCA
21578,16.8772,47.9581,11046226,47.95402722585,16.87902699015,Austria,Sauberer Norbert,5-6-2001,25,200,Austria_VINCA
21579,16.8811,47.8997,11084026,47.89569389275,16.87902699015,Austria,Sauberer Norbert,5-6-2001,25,200,Austria_VINCA
21580,16.7528,48.0847,10959811,48.08736055865,16.75402699065,Austria,Willner Wolfgang,2-7-2001,25,200,Austria_VINCA
21581,16.7781,48.0861,10959814,48.08736055865,16.77902699055,Austria,Willner Wolfgang,2-7-2001,25,200,Austria_VINCA
21583,16.20156,47.90698,11078545,47.90402722605,16.20402699285,Austria,Willner Wolfgang,13-6-2001,25,200,Austria_VINCA
21584,16.19905,47.9369,11056944,47.93736055925,16.19569365955,Austria,Willner Wolfgang,9-6-2001,25,200,Austria_VINCA
21585,16.27403,48.03377,10992153,48.03736055885,16.27069365925,Austria,Willner Wolfgang,8-6-2001,25,200,Austria_VINCA
21586,16.29223,48.06029,10975956,48.06236055875,16.29569365915,Austria,Willner Wolfgang,8-6-2001,25,200,Austria_VINCA
21587,16.41473,48.13889,10927370,48.13736055845,16.41236032535,Austria,Willner Wolfgang,5-7-2001,25,200,Austria_VINCA
21588,16.1905,47.90308,11078543,47.90402722605,16.18736032625,Austria,Willner Wolfgang,9-6-2001,25,200,Austria_VINCA
21589,16.24535,47.90322,11078550,47.90402722605,16.24569365935,Austria,Willner Wolfgang,5-6-2001,25,200,Austria_VINCA
21590,16.22405,47.87201,11100147,47.87069389285,16.22069365945,Austria,Willner Wolfgang,13-6-2001,25,200,Austria_VINCA
21591,16.445,47.915,11073174,47.91236055935,16.44569365855,Austria,Jakomini Christine,15-6-2001,25,200,Austria_VINCA
21592,16.4528,47.9047,11078575,47.90402722605,16.45402699185,Austria,Jakomini Christine,15-6-2001,25,200,Austria_VINCA
21593,16.4253,47.8919,11083972,47.89569389275,16.42902699195,Austria,Jakomini Christine,30-6-2001,25,200,Austria_VINCA
21594,16.4244,47.8478,11116371,47.84569389295,16.42069365865,Austria,Jakomini Christine,22-6-2001,25,200,Austria_VINCA
21595,16.4531,47.8278,11127175,47.82902722635,16.45402699185,Austria,Jakomini Christine,22-6-2001,25,200,Austria_VINCA
21596,16.5503,47.7678,11164987,47.77069389325,16.55402699145,Austria,Jakomini Christine,24-6-2001,25,200,Austria_VINCA
21597,16.5667,47.7739,11164989,47.77069389325,16.57069365805,Austria,Jakomini Christine,24-6-2001,25,200,Austria_VINCA
21598,16.5842,47.7786,11159591,47.77902722655,16.58736032465,Austria,Jakomini Christine,25-6-2001,25,200,Austria_VINCA
21600,16.6556,47.8475,11116399,47.84569389295,16.65402699105,Austria,Jakomini Christine,2-7-2001,25,200,Austria_VINCA
21601,16.6653,47.8472,11116400,47.84569389295,16.66236032435,Austria,Jakomini Christine,2-7-2001,25,200,Austria_VINCA
21602,16.8683,48.0258,10997625,48.02902722555,16.87069365685,Austria,Jakomini Christine,13-6-2001,25,200,Austria_VINCA
21603,16.8736,47.9981,11019225,47.99569389235,16.87069365685,Austria,Jakomini Christine,6-8-2001,25,200,Austria_VINCA
21604,16.7806,47.9594,11040814,47.96236055915,16.77902699055,Austria,Jakomini Christine,21-6-2001,25,200,Austria_VINCA
21605,16.5342,48.0642,10975985,48.06236055875,16.53736032485,Austria,Jakomini Christine,13-6-2001,25,200,Austria_VINCA
21606,16.6439,47.9019,11078598,47.90402722605,16.64569365775,Austria,Jakomini Christine,28-6-2001,25,200,Austria_VINCA
21608,16.5183,48.0036,11013783,48.00402722565,16.52069365825,Austria,Jakomini Christine,14-6-2001,25,200,Austria_VINCA
21609,16.525,48.01,11008384,48.01236055895,16.52902699155,Austria,Jakomini Christine,14-6-2001,25,200,Austria_VINCA
21610,16.6428,48.0625,10975998,48.06236055875,16.64569365775,Austria,Jakomini Christine,26-6-2001,25,200,Austria_VINCA
21611,16.6542,48.0633,10975999,48.06236055875,16.65402699105,Austria,Jakomini Christine,27-6-2001,25,200,Austria_VINCA
21612,16.6203,48.0925,10954395,48.09569389195,16.62069365785,Austria,Jakomini Christine,26-6-2001,25,200,Austria_VINCA
21613,16.6242,48.0711,10970595,48.07069389205,16.62069365785,Austria,Jakomini Christine,26-6-2001,25,200,Austria_VINCA
21614,16.6217,48.0644,10975995,48.06236055875,16.62069365785,Austria,Jakomini Christine,26-6-2001,25,200,Austria_VINCA
22097,16.2897,47.8767,11094755,47.87902722615,16.28736032585,Austria,Sauberer Norbert,9-6-2008,25,200,Austria_VINCA
22098,16.2872,47.8761,11094755,47.87902722615,16.28736032585,Austria,Sauberer Norbert,9-6-2008,25,200,Austria_VINCA
22099,16.2872,47.8772,11094755,47.87902722615,16.28736032585,Austria,Sauberer Norbert,9-6-2008,25,200,Austria_VINCA
22100,16.2869,47.8783,11094755,47.87902722615,16.28736032585,Austria,Sauberer Norbert,9-6-2008,25,200,Austria_VINCA
22101,16.2858,47.8783,11094755,47.87902722615,16.28736032585,Austria,Sauberer Norbert,9-6-2008,25,200,Austria_VINCA
22102,16.2844,47.8775,11094755,47.87902722615,16.28736032585,Austria,Sauberer Norbert,9-6-2008,25,200,Austria_VINCA
22103,16.2828,47.8806,11094754,47.87902722615,16.27902699255,Austria,Sauberer Norbert,9-6-2008,25,200,Austria_VINCA
22104,16.2814,47.8794,11094754,47.87902722615,16.27902699255,Austria,Sauberer Norbert,9-6-2008,25,200,Austria_VINCA
22282,16.13899,48.29381,10824737,48.29569389115,16.13736032645,Austria,,2-8-1990,20,40,Austria_VINCA
22283,16.13838,48.29401,10824737,48.29569389115,16.13736032645,Austria,,2-8-1990,20,40,Austria_VINCA
22284,16.15055,48.29762,10824739,48.29569389115,16.15402699305,Austria,,12-7-1990,20,40,Austria_VINCA
22287,16.20971,48.3205,10808546,48.32069389105,16.21236032615,Austria,,10-7-1990,20,40,Austria_VINCA
22288,16.21,48.3206,10808546,48.32069389105,16.21236032615,Austria,,10-7-1990,20,40,Austria_VINCA
22289,16.1486,48.2935,10824738,48.29569389115,16.14569365975,Austria,,28-6-1990,20,40,Austria_VINCA
22290,16.19105,48.3146,10813943,48.31236055775,16.18736032625,Austria,,10-7-1990,20,40,Austria_VINCA
22291,16.14422,48.29264,10824738,48.29569389115,16.14569365975,Austria,,25-6-1990,20,40,Austria_VINCA
22292,16.17632,48.30631,10819342,48.30402722445,16.17902699295,Austria,,30-6-1990,20,40,Austria_VINCA
22293,16.17661,48.3066,10819342,48.30402722445,16.17902699295,Austria,,30-6-1990,20,40,Austria_VINCA
22295,16.19572,48.31675,10808544,48.32069389105,16.19569365955,Austria,,9-7-1990,20,40,Austria_VINCA
22298,16.20526,48.31903,10808545,48.32069389105,16.20402699285,Austria,,10-7-1990,20,40,Austria_VINCA
22301,16.14489,48.29223,10824738,48.29569389115,16.14569365975,Austria,,28-6-1990,20,40,Austria_VINCA
22302,16.15548,48.29503,10824739,48.29569389115,16.15402699305,Austria,,28-5-1990,20,40,Austria_VINCA
22304,16.15567,48.29454,10824739,48.29569389115,16.15402699305,Austria,,28-6-1990,20,40,Austria_VINCA
22305,16.14805,48.29342,10824738,48.29569389115,16.14569365975,Austria,,28-6-1990,20,40,Austria_VINCA
22306,16.14446,48.29305,10824738,48.29569389115,16.14569365975,Austria,,25-6-1990,20,40,Austria_VINCA
22308,16.19018,48.31398,10813943,48.31236055775,16.18736032625,Austria,,5-7-1990,20,40,Austria_VINCA
22310,16.1706,48.29926,10824741,48.29569389115,16.17069365965,Austria,,29-6-1990,20,40,Austria_VINCA
22311,16.23027,48.32838,10803148,48.32902722435,16.22902699275,Austria,,10-7-1990,20,40,Austria_VINCA
22312,16.23047,48.32861,10803148,48.32902722435,16.22902699275,Austria,,10-7-1990,20,40,Austria_VINCA
22313,16.14586,48.29305,10824738,48.29569389115,16.14569365975,Austria,,28-6-1990,20,40,Austria_VINCA
22314,16.19028,48.31135,10813943,48.31236055775,16.18736032625,Austria,,5-7-1990,20,40,Austria_VINCA
22316,16.16977,48.2987,10824741,48.29569389115,16.17069365965,Austria,,29-6-1990,20,40,Austria_VINCA
22317,16.1808,48.30732,10819342,48.30402722445,16.17902699295,Austria,,1-7-1990,20,40,Austria_VINCA
22319,16.19119,48.31034,10813943,48.31236055775,16.18736032625,Austria,,3-7-1990,20,40,Austria_VINCA
22320,16.20506,48.31916,10808545,48.32069389105,16.20402699285,Austria,,10-7-1990,20,40,Austria_VINCA
22321,16.14653,48.29423,10824738,48.29569389115,16.14569365975,Austria,,2-8-1990,20,40,Austria_VINCA
22322,16.21883,48.32376,10808547,48.32069389105,16.22069365945,Austria,,5-6-1990,20,40,Austria_VINCA
22323,16.19485,48.31613,10813944,48.31236055775,16.19569365955,Austria,,9-7-1990,20,40,Austria_VINCA
22324,16.20652,48.31916,10808545,48.32069389105,16.20402699285,Austria,,10-7-1990,20,40,Austria_VINCA
22325,16.20662,48.31946,10808545,48.32069389105,16.20402699285,Austria,,10-7-1990,20,40,Austria_VINCA
22326,16.18857,48.31316,10813943,48.31236055775,16.18736032625,Austria,,5-7-1990,20,40,Austria_VINCA
22328,16.20205,48.31783,10808545,48.32069389105,16.20402699285,Austria,,17-5-1990,20,40,Austria_VINCA
22329,16.20195,48.31815,10808545,48.32069389105,16.20402699285,Austria,,19-5-1990,20,40,Austria_VINCA
22331,16.14265,48.29008,10830138,48.28736055785,16.14569365975,Austria,,24-5-1990,20,40,Austria_VINCA
22332,16.14216,48.29012,10830138,48.28736055785,16.14569365975,Austria,,24-5-1990,20,40,Austria_VINCA
22333,16.21859,48.32415,10808547,48.32069389105,16.22069365945,Austria,,5-6-1990,20,40,Austria_VINCA
22334,16.146,48.28903,10830138,48.28736055785,16.14569365975,Austria,,11-7-1990,20,40,Austria_VINCA
22335,16.17225,48.29961,10824741,48.29569389115,16.17069365965,Austria,,1-6-1990,20,40,Austria_VINCA
22336,16.19021,48.30963,10813943,48.31236055775,16.18736032625,Austria,,4-6-1990,20,40,Austria_VINCA
22337,16.22603,48.32864,10803148,48.32902722435,16.22902699275,Austria,,5-6-1990,20,40,Austria_VINCA
22338,16.22915,48.32757,10803148,48.32902722435,16.22902699275,Austria,,5-6-1990,20,40,Austria_VINCA
22339,16.19552,48.31701,10808544,48.32069389105,16.19569365955,Austria,,19-5-1990,20,40,Austria_VINCA
22340,16.19543,48.31717,10808544,48.32069389105,16.19569365955,Austria,,19-5-1990,20,40,Austria_VINCA
22341,16.14077,48.28914,10830137,48.28736055785,16.13736032645,Austria,,20-5-1990,20,40,Austria_VINCA
22342,16.18726,48.31274,10813943,48.31236055775,16.18736032625,Austria,,4-6-1990,20,40,Austria_VINCA
22344,16.1908,48.31037,10813943,48.31236055775,16.18736032625,Austria,,4-6-1990,20,40,Austria_VINCA
22345,16.19016,48.30982,10813943,48.31236055775,16.18736032625,Austria,,4-6-1990,20,40,Austria_VINCA
22347,16.14465,48.29256,10824738,48.29569389115,16.14569365975,Austria,,27-6-1990,20,40,Austria_VINCA
22348,16.14459,48.29236,10824738,48.29569389115,16.14569365975,Austria,,27-6-1990,20,40,Austria_VINCA
22349,16.17177,48.29864,10824741,48.29569389115,16.17069365965,Austria,,29-6-1990,20,40,Austria_VINCA
22352,16.17935,48.30498,10819342,48.30402722445,16.17902699295,Austria,,3-6-1990,20,40,Austria_VINCA
22353,16.17371,48.30079,10819341,48.30402722445,16.17069365965,Austria,,1-6-1990,20,40,Austria_VINCA
22354,16.17896,48.30511,10819342,48.30402722445,16.17902699295,Austria,,3-6-1990,20,40,Austria_VINCA
22357,16.14617,48.29171,10824738,48.29569389115,16.14569365975,Austria,,24-5-1990,20,40,Austria_VINCA
22358,16.17308,48.30085,10819341,48.30402722445,16.17069365965,Austria,,1-6-1990,20,40,Austria_VINCA
22359,16.18537,48.30834,10813943,48.31236055775,16.18736032625,Austria,,3-6-1990,20,40,Austria_VINCA
22430,16.81456,48.27262,10841018,48.27069389125,16.81236032375,Austria,,9-8-1996,100,250,Austria_VINCA
22439,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,19-8-1996,100,400,Austria_VINCA
22440,16.66282,48.29245,10824800,48.29569389115,16.66236032435,Austria,,20-8-1996,100,250,Austria_VINCA
22441,16.90008,48.22466,10873429,48.22069389145,16.90402699005,Austria,,19-8-1996,100,250,Austria_VINCA
22442,16.91158,48.22132,10873430,48.22069389145,16.91236032335,Austria,,10-5-1997,100,250,Austria_VINCA
22443,16.93048,48.2155,10878832,48.21236055815,16.92902698995,Austria,,10-5-1997,100,250,Austria_VINCA
22447,16.74547,48.29702,10824810,48.29569389115,16.74569365735,Austria,,7-8-1996,100,600,Austria_VINCA
22448,16.79221,48.27968,10835616,48.27902722455,16.79569365715,Austria,,9-8-1996,100,350,Austria_VINCA
22449,16.73806,48.3047,10819409,48.30402722445,16.73736032405,Austria,,7-8-1996,100,250,Austria_VINCA
22453,16.83666,48.28189,10835621,48.27902722455,16.83736032365,Austria,,9-5-1997,100,250,Austria_VINCA
22454,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,10-5-1997,10,400,Austria_VINCA
22455,16.90008,48.22466,10873429,48.22069389145,16.90402699005,Austria,,19-8-1996,100,250,Austria_VINCA
22456,16.8304,48.28714,10830220,48.28736055785,16.82902699035,Austria,,9-5-1997,100,250,Austria_VINCA
22457,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,19-8-1996,100,400,Austria_VINCA
22458,16.66859,48.29125,10830201,48.28736055785,16.67069365765,Austria,,20-8-1996,100,300,Austria_VINCA
22459,16.8304,48.28714,10830220,48.28736055785,16.82902699035,Austria,,20-8-1996,100,250,Austria_VINCA
22460,16.8337,48.27999,10835621,48.27902722455,16.83736032365,Austria,,5-8-1996,100,500,Austria_VINCA
22461,16.85539,48.21668,10873423,48.22069389145,16.85402699025,Austria,,9-8-1996,100,250,Austria_VINCA
22463,16.73806,48.3047,10819409,48.30402722445,16.73736032405,Austria,,7-8-1996,100,250,Austria_VINCA
22464,16.8337,48.27999,10835621,48.27902722455,16.83736032365,Austria,,9-5-1997,100,500,Austria_VINCA
22465,16.72699,48.28697,10830208,48.28736055785,16.72902699075,Austria,,14-5-1997,100,250,Austria_VINCA
22467,16.74547,48.29702,10824810,48.29569389115,16.74569365735,Austria,,14-5-1997,100,600,Austria_VINCA
22468,16.79732,48.27685,10835616,48.27902722455,16.79569365715,Austria,,7-8-1996,100,350,Austria_VINCA
22469,16.83666,48.28189,10835621,48.27902722455,16.83736032365,Austria,,9-5-1997,100,250,Austria_VINCA
22470,16.74547,48.29702,10824810,48.29569389115,16.74569365735,Austria,,12-5-1997,100,600,Austria_VINCA
22471,16.8337,48.27999,10835621,48.27902722455,16.83736032365,Austria,,5-8-1996,100,500,Austria_VINCA
22472,16.72699,48.28697,10830208,48.28736055785,16.72902699075,Austria,,7-8-1996,100,250,Austria_VINCA
22474,16.79221,48.27968,10835616,48.27902722455,16.79569365715,Austria,,9-8-1996,100,350,Austria_VINCA
22476,16.83666,48.28189,10835621,48.27902722455,16.83736032365,Austria,,5-8-1996,100,250,Austria_VINCA
22477,16.8337,48.27999,10835621,48.27902722455,16.83736032365,Austria,,5-8-1996,100,500,Austria_VINCA
22478,16.83666,48.28189,10835621,48.27902722455,16.83736032365,Austria,,5-8-1996,100,250,Austria_VINCA
22481,16.85539,48.21668,10873423,48.22069389145,16.85402699025,Austria,,15-5-1997,100,250,Austria_VINCA
22482,16.74547,48.29702,10824810,48.29569389115,16.74569365735,Austria,,7-8-1996,100,600,Austria_VINCA
22483,16.74547,48.29702,10824810,48.29569389115,16.74569365735,Austria,,7-8-1996,100,600,Austria_VINCA
22485,16.74547,48.29702,10824810,48.29569389115,16.74569365735,Austria,,12-5-1997,100,600,Austria_VINCA
22487,16.74547,48.29702,10824810,48.29569389115,16.74569365735,Austria,,14-5-1997,100,600,Austria_VINCA
22489,16.8782,48.23536,10862626,48.23736055805,16.87902699015,Austria,,19-8-1996,100,250,Austria_VINCA
22490,16.77815,48.30035,10819414,48.30402722445,16.77902699055,Austria,,12-5-1997,100,250,Austria_VINCA
22491,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,19-8-1996,100,400,Austria_VINCA
22493,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,19-8-1996,100,400,Austria_VINCA
22494,16.87141,48.27218,10841025,48.27069389125,16.87069365685,Austria,,9-8-1996,100,250,Austria_VINCA
22495,16.77815,48.30035,10819414,48.30402722445,16.77902699055,Austria,,7-8-1996,100,250,Austria_VINCA
22496,16.90008,48.22466,10873429,48.22069389145,16.90402699005,Austria,,19-8-1996,100,250,Austria_VINCA
22497,16.8782,48.23536,10862626,48.23736055805,16.87902699015,Austria,,19-8-1996,100,250,Austria_VINCA
22498,16.85539,48.21668,10873423,48.22069389145,16.85402699025,Austria,,9-8-1996,100,250,Austria_VINCA
22499,16.77815,48.30035,10819414,48.30402722445,16.77902699055,Austria,,7-8-1996,100,250,Austria_VINCA
22500,16.87141,48.27218,10841025,48.27069389125,16.87069365685,Austria,,12-5-1997,100,250,Austria_VINCA
22501,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,10-5-1997,100,400,Austria_VINCA
22502,16.93048,48.2155,10878832,48.21236055815,16.92902698995,Austria,,19-8-1996,100,250,Austria_VINCA
22503,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,19-8-1996,100,400,Austria_VINCA
22504,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,19-8-1996,100,400,Austria_VINCA
22505,16.88343,48.23136,10868027,48.22902722475,16.88736032345,Austria,,19-8-1996,100,400,Austria_VINCA
22506,16.90672,48.2237,10873429,48.22069389145,16.90402699005,Austria,,10-5-1997,100,250,Austria_VINCA
22507,16.91158,48.22132,10873430,48.22069389145,16.91236032335,Austria,,10-5-1997,100,250,Austria_VINCA
22508,16.91158,48.22132,10873430,48.22069389145,16.91236032335,Austria,,10-5-1997,100,250,Austria_VINCA
22509,16.91158,48.22132,10873430,48.22069389145,16.91236032335,Austria,,10-5-1997,10,250,Austria_VINCA
22510,16.87174,48.21075,10878825,48.21236055815,16.87069365685,Austria,,9-8-1996,10,250,Austria_VINCA
22511,16.8337,48.27999,10835621,48.27902722455,16.83736032365,Austria,,27-5-1997,20,500,Austria_VINCA
22513,16.87174,48.21075,10878825,48.21236055815,16.87069365685,Austria,,15-5-1997,20,250,Austria_VINCA
22514,16.66859,48.29125,10830201,48.28736055785,16.67069365765,Austria,,20-8-1996,100,300,Austria_VINCA
22557,16.0651,48.7226,10549328,48.72069388945,16.06236032675,Austria,,1-1-1991,25,900,Austria_VINCA
22559,16.0651,48.7226,10549328,48.72069388945,16.06236032675,Austria,,1-1-1991,25,900,Austria_VINCA
22561,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,8-6-2013,25,500,Austria_VINCA
22562,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,9-6-2013,25,500,Austria_VINCA
22563,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,9-6-2013,25,500,Austria_VINCA
22564,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,9-6-2013,25,500,Austria_VINCA
22565,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,9-6-2013,25,500,Austria_VINCA
22566,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,9-6-2013,25,500,Austria_VINCA
22567,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,9-6-2013,25,500,Austria_VINCA
22569,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,13-6-2013,25,500,Austria_VINCA
22570,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,13-6-2013,25,500,Austria_VINCA
22571,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,13-6-2013,25,500,Austria_VINCA
22572,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,13-6-2013,25,500,Austria_VINCA
22573,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,15-6-2013,25,500,Austria_VINCA
22574,15.99,46.807,11791319,46.80402723045,15.98736032705,Austria,Sengl Philipp,15-6-2013,25,500,Austria_VINCA
22905,16.88278,47.90028,11078626,47.90402722605,16.87902699015,Austria,,1-1-1991,20,500,Austria_VINCA
22906,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,2,500,Austria_VINCA
22907,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,4,500,Austria_VINCA
22908,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,3.5,500,Austria_VINCA
22909,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,5,500,Austria_VINCA
22910,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,6,500,Austria_VINCA
22911,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,9,500,Austria_VINCA
22912,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,20,500,Austria_VINCA
22913,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,20,500,Austria_VINCA
22914,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,20,500,Austria_VINCA
22915,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,25,500,Austria_VINCA
22916,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,20,500,Austria_VINCA
22917,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,25,500,Austria_VINCA
22919,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,20,500,Austria_VINCA
22920,16.77472,47.95417,11046213,47.95402722585,16.77069365725,Austria,,1-1-1991,20,500,Austria_VINCA
22922,16.77944,47.95083,11046214,47.95402722585,16.77902699055,Austria,,1-1-1991,20,500,Austria_VINCA
22923,16.77944,47.95083,11046214,47.95402722585,16.77902699055,Austria,,1-1-1991,20,500,Austria_VINCA
22924,16.77944,47.95083,11046214,47.95402722585,16.77902699055,Austria,,1-1-1991,20,500,Austria_VINCA
22925,16.77944,47.95083,11046214,47.95402722585,16.77902699055,Austria,,1-1-1991,20,500,Austria_VINCA
22926,16.77944,47.95083,11046214,47.95402722585,16.77902699055,Austria,,1-1-1991,20,500,Austria_VINCA
22927,16.77944,47.95083,11046214,47.95402722585,16.77902699055,Austria,,1-1-1991,20,500,Austria_VINCA
