PlotID,Bio15,CWD,Bio5,Soil_ORC,Soil_CEC,Soil_PH
985050,1.43136376415899,389.598091992827,195,1.45541592449829,1.12811643283552,60.15625
985060,1.43136376415899,390.38503072932,195,1.46926959553238,1.12323895173041,60.825
985062,1.41497334797082,400.416027688644,196,1.44031860681191,1.08968437726341,63.225
985063,1.41497334797082,401.706323894536,195,1.50421592002634,1.08256098669901,60.35625
985065,1.41497334797082,394.226187853309,195,1.47229924906244,1.10401739598211,61.9875
985067,1.41497334797082,401.706323894536,195,1.50421592002634,1.08256098669901,60.35625
985072,1.41497334797082,394.226187853309,195,1.47229924906244,1.10401739598211,61.9875
985074,1.41497334797082,401.706323894536,195,1.50421592002634,1.08256098669901,60.35625
985083,1.41497334797082,411.229836322411,196,1.40876978663156,1.10572302206015,63.73125
985089,1.41497334797082,418.538016969411,197,1.37600634275566,1.09473309375378,65.66875
985091,1.41497334797082,411.706109472949,197,1.45370047335977,1.08724886779566,62.0625
985092,1.41497334797082,411.726677456806,197,1.46426593403408,1.09342168516224,61.3375
985093,1.41497334797082,411.706109472949,197,1.45370047335977,1.08724886779566,62.0625
985116,1.39794000867204,427.722636356937,198,1.58841177924538,1.15967996282318,58.09375
985122,1.39794000867204,429.743174293014,198,1.60327973010356,1.15286141833721,57.54375
985124,1.39794000867204,429.743174293014,198,1.60327973010356,1.15286141833721,57.54375
985133,1.41497334797082,428.761653620425,198,1.43486817668776,1.10101633628771,65.1375
985137,1.41497334797082,423.806440811289,198,1.36466822965942,1.09254520760561,66.375
985140,1.41497334797082,423.806440811289,198,1.36466822965942,1.09254520760561,66.375
985141,1.41497334797082,423.173445310321,198,1.3797586158427,1.09451480046851,66.4125
985143,1.41497334797082,423.046108225643,198,1.49415459401844,1.09407788445389,62.025
985152,1.41497334797082,415.618548583964,197,1.50819292602544,1.10742197574527,60.31875
985155,1.41497334797082,414.311528026266,198,1.44976757541505,1.13173892866389,61.475
985160,1.41497334797082,415.618548583964,197,1.50819292602544,1.10742197574527,60.31875
985166,1.41497334797082,401.706323894536,195,1.50421592002634,1.08256098669901,60.35625
985171,1.41497334797082,420.370820276036,197,1.39115572914617,1.07577499735571,64.25625
985175,1.39794000867204,422.564712392682,198,1.3741753224649,1.09298366749333,66.1875
985183,1.41497334797082,418.4400612326,197,1.53884068755823,1.11623405016175,59.5625
985196,1.41497334797082,421.51426439916,198,1.57518784492766,1.10529724312222,59.40625
985214,1.39794000867204,429.743174293014,198,1.60327973010356,1.15286141833721,57.54375
985222,1.39794000867204,421.608353849811,198,1.64915224136476,1.12710479836481,59.6125
985233,1.39794000867204,448.239596102676,201,1.31727964545945,1.16639310694267,70.575
985234,1.39794000867204,448.239596102676,201,1.31727964545945,1.16639310694267,70.575
985238,1.38021124171161,439.944225933492,200,1.34303913867149,1.17825732081219,61.85625
985239,1.38021124171161,439.902561076104,200,1.4455069041846,1.17300405969053,58.14375
985240,1.38021124171161,446.172722270939,201,1.32209002118574,1.16360856343105,68.725
985241,1.38021124171161,446.172722270939,201,1.32209002118574,1.16360856343105,68.725
985243,1.38021124171161,448.945350132186,201,1.47101652181207,1.09210630460524,57.05
985245,1.38021124171161,444.416905255428,200,1.38816783329621,1.09429639740537,63.75625
985248,1.39794000867204,448.239596102676,201,1.31727964545945,1.16639310694267,70.575
985250,1.38021124171161,442.811910341927,201,1.51396631212717,1.09669281146219,58.05625
985252,1.39794000867204,442.771896937686,200,1.36255315495019,1.1455460014407,63.34375
985254,1.38021124171161,441.441315093955,200,1.30089425742818,1.10763387839983,57.38125
985270,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985274,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985276,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985280,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985282,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985284,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985285,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985289,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985290,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985296,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985297,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985298,1.41497334797082,418.538016969411,197,1.37600634275566,1.09473309375378,65.66875
